#sl_no Z X M L T_eff
1518 0.00609 0.73603 2.31846 94.4605 6484.3689
1519 0.00609 0.73603 2.15992 138.44136 4376.16577
1520 0.00609 0.73603 2.81372 237.48756 5360.54077
1521 0.00609 0.73603 2.53609 110.56295 6623.82202
1522 0.00609 0.73603 2.22199 70.51753 6066.00952
1523 0.00609 0.73603 2.35709 156.66674 4470.50171
1524 0.00609 0.73603 2.24838 79.80095 7538.47046
1525 0.00609 0.73603 2.71582 196.17021 6422.84546
1526 0.00609 0.73603 2.41341 116.95632 5430.26733
1527 0.00609 0.73603 2.83372 133.84971 7677.92358
1528 0.00609 0.73603 2.05544 102.19507 4035.73608
1529 0.00609 0.73603 2.30209 59.57375 7120.11108
1530 0.00609 0.73603 2.88776 175.30929 5151.36108
1531 0.00609 0.73603 2.09711 130.13988 5608.6853
1532 0.00609 0.73603 2.9463 223.24688 4624.3103
1533 0.00609 0.73603 2.55713 213.42935 5887.59155
1534 0.00609 0.73603 2.97425 438.28252 7725.09155
1535 0.00609 0.73603 2.03852 72.52774 7856.34155
1536 0.00609 0.73603 2.46233 86.82187 4903.21655
1537 0.00609 0.73603 2.29396 127.24619 7011.41968
1538 0.00609 0.73603 2.77087 312.80218 7995.79468
1539 0.00609 0.73603 2.18815 54.14409 4501.26343
1540 0.00609 0.73603 2.74483 327.19076 4895.01343
1541 0.00609 0.73603 2.59361 145.62587 4009.07593
1542 0.00609 0.73603 2.49157 82.07579 7154.97437
1543 0.00609 0.73603 2.39921 201.76233 6039.34937
1544 0.00609 0.73603 2.2037 102.77118 5957.31812
1545 0.00609 0.73603 2.87076 176.29757 4841.69312
1546 0.00609 0.73603 2.64932 258.38183 6949.89624
1547 0.00609 0.73603 2.11201 42.75747 4718.64624
1548 0.00609 0.73603 2.36546 150.6215 8065.52124
1549 0.00609 0.73603 2.0146 76.7217 6670.98999
1550 0.00609 0.73603 2.67446 120.29033 5063.17749
1551 0.00609 0.73603 2.62596 188.07129 4580.21851
1552 0.00609 0.73603 2.09339 63.91054 6548.96851
1553 0.00609 0.73603 2.34461 76.50635 5695.84351
1554 0.00609 0.73603 2.23646 164.3345 6302.87476
1555 0.00609 0.73603 2.5167 140.40074 5326.70288
1556 0.00609 0.73603 2.2899 62.48948 5818.89038
1557 0.00609 0.73603 2.87246 377.62165 5687.64038
1558 0.00609 0.73603 2.18428 112.12776 7804.04663
1559 0.00609 0.73603 2.84546 275.63739 6688.42163
1560 0.00609 0.73603 2.27373 90.56068 4641.74194
1561 0.00609 0.73603 2.74645 155.35123 5626.11694
1562 0.00609 0.73603 2.21022 50.47002 6856.58569
1563 0.00609 0.73603 2.11825 88.54704 7980.41382
1564 0.00609 0.73603 2.37245 73.96889 4764.78882
1565 0.00609 0.73603 2.97601 217.67025 6996.03882
1566 0.00609 0.73603 2.53459 227.68285 7734.32007
1567 0.00609 0.73603 2.02055 37.67735 5503.07007
1568 0.00609 0.73603 2.44063 132.72579 6749.94507
1569 0.00609 0.73603 2.48423 169.0191 6161.37085
1570 0.00609 0.73603 2.88946 347.08496 4323.87085
1571 0.00609 0.73603 2.39214 98.52825 7276.99585
1572 0.00609 0.73603 2.07617 112.75986 6407.4646
1573 0.00609 0.73603 2.91688 277.19127 7523.0896
1574 0.00609 0.73603 2.1663 67.22722 7383.63647
1575 0.00609 0.73603 2.66657 126.17772 7941.44897
1576 0.00609 0.73603 2.22856 144.40307 5168.79272
1577 0.00609 0.73603 2.69188 247.71449 4053.16772
1578 0.00609 0.73603 2.14088 83.23742 6222.89429
1579 0.00609 0.73603 2.78892 204.61789 7207.26929
1580 0.00609 0.73603 2.56166 104.22571 4795.55054
1581 0.00609 0.73603 2.4667 178.79273 5779.92554
1582 0.00609 0.73603 2.74969 152.75326 6887.34741
1583 0.00609 0.73603 2.0518 49.626 7067.81616
1584 0.00609 0.73603 2.29802 121.99281 4114.69116
1585 0.00609 0.73603 2.13017 119.44802 5565.1062
1586 0.00609 0.73603 2.77496 293.63239 4449.4812
1587 0.00609 0.73603 2.54884 149.5668 7550.26245
1588 0.00609 0.73603 2.23317 55.60934 8042.44995
1589 0.00609 0.73603 2.80129 336.04521 7648.69995
1590 0.00609 0.73603 2.58521 209.5654 6557.68433
1591 0.00609 0.73603 2.0609 71.21469 4588.93433
1592 0.00609 0.73603 2.30822 85.25004 7673.30933
1593 0.00609 0.73603 2.49525 242.54713 5495.37964
1594 0.00609 0.73603 2.40275 141.3908 4511.00464
1595 0.00609 0.73603 2.08538 78.79795 5741.47339
1596 0.00609 0.73603 2.33563 65.82485 6988.34839
1597 0.00609 0.73603 2.92982 193.70458 4757.09839
1598 0.00609 0.73603 2.15546 46.97919 4896.55151
1599 0.00609 0.73603 2.21741 100.9106 6619.20776
1600 0.00609 0.73603 2.67841 173.10586 7603.58276
1601 0.00609 0.73603 2.26236 129.95711 7146.25854
1602 0.00609 0.73603 2.7327 222.93335 6030.63354
1603 0.00609 0.73603 2.19916 72.42588 5423.60229
1604 0.00609 0.73603 2.60666 113.55501 5981.41479
1605 0.00609 0.73603 2.12765 127.06748 4168.52417
1606 0.00609 0.73603 2.98921 312.36288 5284.14917
1607 0.00609 0.73603 2.54584 159.10751 3922.43042
1608 0.00609 0.73603 2.96112 326.73125 6284.93042
1609 0.00609 0.73603 2.02952 54.06805 6153.68042
1610 0.00609 0.73603 2.45146 92.75037 5038.05542
1611 0.00609 0.73603 2.63761 269.88756 7076.53198
1612 0.00609 0.73603 2.10268 44.66145 5107.78198
1613 0.00609 0.73603 2.35501 109.78876 6092.15698
1614 0.00609 0.73603 2.04394 104.96067 7322.62573
1615 0.00609 0.73603 2.71341 137.47196 4927.31323
1616 0.00609 0.73603 2.50411 98.11372 7019.11011
1617 0.00609 0.73603 2.41127 168.30799 8003.48511
1618 0.00609 0.73603 2.17335 78.35622 3983.95386
1619 0.00609 0.73603 2.83122 192.61872 4968.32886
1620 0.00609 0.73603 2.4791 117.78105 4663.78784
1621 0.00609 0.73603 2.25569 62.7535 4105.97534
1622 0.00609 0.73603 2.82955 379.21712 4237.22534
1623 0.00609 0.73603 2.19268 147.47951 6353.63159
1624 0.00609 0.73603 2.85639 252.99194 7338.00659
1625 0.00609 0.73603 2.66107 180.56032 5229.80347
1626 0.00609 0.73603 2.12138 61.35816 7461.05347
1627 0.00609 0.73603 2.37595 105.25611 4245.42847
1628 0.00609 0.73603 2.02354 110.09778 4950.89722
1629 0.00609 0.73603 2.79634 142.58809 5717.8894
1630 0.00609 0.73603 2.10641 90.94331 6013.2019
1631 0.00609 0.73603 2.95937 156.0076 7128.8269
1632 0.00609 0.73603 2.04757 50.68326 4323.35815
1633 0.00609 0.73603 2.47326 124.59181 7407.73315
1634 0.00609 0.73603 2.28248 88.92116 5299.53003
1635 0.00609 0.73603 2.757 218.58992 4183.90503
1636 0.00609 0.73603 2.58063 101.7651 7809.68628
1637 0.00609 0.73603 2.30413 174.57171 6694.06128
1638 0.00609 0.73603 2.13394 58.33103 6724.823
1639 0.00609 0.73603 2.62674 131.05758 6232.6355
1640 0.00609 0.73603 2.23712 114.51659 4772.47925
1641 0.00609 0.73603 2.70222 281.50973 5756.85425
1642 0.00609 0.73603 2.51744 200.91346 7865.05737
1643 0.00609 0.73603 2.92809 412.58082 5502.55737
1644 0.00609 0.73603 2.00688 68.27458 5896.30737
1645 0.00609 0.73603 2.42412 81.73048 6880.68237
1646 0.00609 0.73603 2.90057 251.57373 6601.77612
1647 0.00609 0.73603 2.39567 69.04653 7778.92456
1648 0.00609 0.73603 2.73431 108.25659 7286.73706
1649 0.00609 0.73603 2.6082 232.53354 4710.95581
1650 0.00609 0.73603 2.32874 135.55346 5826.58081
1651 0.00609 0.73603 2.14911 96.74449 7934.78394
1652 0.00609 0.73603 2.79964 165.95916 6819.15894
1653 0.00609 0.73603 2.96286 151.68363 4358.22144
1654 0.00609 0.73603 2.42985 189.93061 4079.31519
1655 0.00609 0.73603 2.12899 95.31061 6536.98425
1656 0.00609 0.73603 2.77343 163.49943 7652.60925
1657 0.00609 0.73603 2.93512 149.43548 5191.67175
1658 0.00609 0.73603 2.45299 187.1156 5470.578
1659 0.00609 0.73603 2.00223 85.17519 5823.31238
1660 0.00609 0.73603 2.41849 71.15216 6938.93738
1661 0.00609 0.73603 2.76036 111.55797 6446.74988
1662 0.00609 0.73603 2.58378 239.62485 5544.40613
1663 0.00609 0.73603 2.05976 39.65353 7775.65613
1664 0.00609 0.73603 2.30694 139.68728 4428.78113
1665 0.00609 0.73603 2.49387 193.53451 6606.71082
1666 0.00609 0.73603 2.90068 397.42796 4769.21082
1667 0.00609 0.73603 2.40142 78.72876 7591.08582
1668 0.00609 0.73603 2.20574 154.5618 4424.67957
1669 0.00609 0.73603 2.9282 242.33418 7869.99207
1670 0.00609 0.73603 2.15427 58.77333 7993.03894
1671 0.00609 0.73603 2.65176 132.05134 7500.85144
1672 0.00609 0.73603 2.21618 115.38492 5482.88269
1673 0.00609 0.73603 2.67692 283.64429 4498.50769
1674 0.00609 0.73603 2.2611 86.62382 3901.73035
1675 0.00609 0.73603 2.73119 212.94249 5017.35535
1676 0.00609 0.73603 2.60522 99.13593 6969.6991
1677 0.00609 0.73603 2.32608 170.06153 8085.3241
1678 0.00609 0.73603 2.82298 145.29367 4877.90222
1679 0.00609 0.73603 2.12648 92.66894 7404.46472
1680 0.00609 0.73603 2.98756 158.96781 6288.83972
1681 0.00609 0.73603 2.0284 51.64496 5156.80847
1682 0.00609 0.73603 2.4501 126.95592 6009.93347
1683 0.00609 0.73603 2.63615 179.89543 3971.45691
1684 0.00609 0.73603 2.10152 61.13222 6202.70691
1685 0.00609 0.73603 2.35371 104.86852 4955.83191
1686 0.00609 0.73603 2.04281 109.69236 4250.36316
1687 0.00609 0.73603 2.50272 122.7452 5932.00378
1688 0.00609 0.73603 2.27718 65.39838 5374.19128
1689 0.00609 0.73603 2.8565 395.20007 4980.44128
1690 0.00609 0.73603 2.82965 263.65485 6079.66003
1691 0.00609 0.73603 2.48066 93.98049 7760.27527
1692 0.00609 0.73603 2.3887 161.2177 6775.90027
1693 0.00609 0.73603 2.19405 75.05532 5217.30652
1694 0.00609 0.73603 2.85819 184.50429 4232.93152
1695 0.00609 0.73603 2.66274 270.40959 6341.13464
1696 0.00609 0.73603 2.12271 44.74784 4372.38464
1697 0.00609 0.73603 2.37744 110.00112 7325.50964
1698 0.00609 0.73603 2.02481 105.1637 6095.04089
1699 0.00609 0.73603 2.68801 137.73786 5668.47839
1700 0.00609 0.73603 2.10773 124.48242 5032.73621
1701 0.00609 0.73603 2.96122 306.00818 3917.11121
1702 0.00609 0.73603 2.57009 155.87063 5278.82996
1703 0.00609 0.73603 2.98932 320.08423 7116.32996
1704 0.00609 0.73603 2.04885 52.96809 7510.07996
1705 0.00609 0.73603 2.47481 90.86346 4163.20496
1706 0.00609 0.73603 2.28391 133.16954 6271.40808
1707 0.00609 0.73603 2.75873 228.44408 7387.03308
1708 0.00609 0.73603 2.17857 74.21619 4056.56433
1709 0.00609 0.73603 2.58225 116.36199 4614.37683
1710 0.00609 0.73603 2.13528 46.54381 5637.71667
1711 0.00609 0.73603 2.23853 99.97541 7852.56042
1712 0.00609 0.73603 2.70392 171.5016 6868.18542
1713 0.00609 0.73603 2.51902 251.35285 4759.9823
1714 0.00609 0.73603 2.00814 41.5943 6991.2323
1715 0.00609 0.73603 2.42564 146.52402 5744.3573
1716 0.00609 0.73603 2.84808 128.03098 7237.32605
1717 0.00609 0.73603 2.06585 81.65872 4513.88855
1718 0.00609 0.73603 2.31376 68.21464 7729.51355
1719 0.00609 0.73603 2.90239 200.73706 5498.26355
1720 0.00609 0.73603 2.60983 203.0067 7914.08386
1721 0.00609 0.73603 2.08054 68.98591 5945.33386
1722 0.00609 0.73603 2.33021 82.582 6798.45886
1723 0.00609 0.73603 2.15046 121.03222 4690.25574
1724 0.00609 0.73603 2.8014 297.52674 5805.88074
1725 0.00609 0.73603 2.52498 151.55046 6183.22449
1726 0.00609 0.73603 2.21226 56.34686 6675.41199
1727 0.00609 0.73603 2.77507 340.50207 6806.66199
1728 0.00609 0.73603 2.99374 162.35455 5101.95007
1729 0.00609 0.73603 2.72394 148.38909 7628.51257
1730 0.00609 0.73603 2.07135 48.20818 6332.41882
1731 0.00609 0.73603 2.31991 118.50747 5348.04382
1732 0.00609 0.73603 2.16127 84.57877 7456.24695
1733 0.00609 0.73603 2.81549 207.91525 6471.87195
1734 0.00609 0.73603 2.53768 105.90528 5536.7157
1735 0.00609 0.73603 2.4436 181.67393 4552.3407
1736 0.00609 0.73603 2.14602 66.79167 6016.59851
1737 0.00609 0.73603 2.64161 125.36023 6574.41101
1738 0.00609 0.73603 2.24979 143.4675 4293.94226
1739 0.00609 0.73603 2.71752 246.10959 5409.56726
1740 0.00609 0.73603 2.5079 175.64839 7517.77039
1741 0.00609 0.73603 2.91699 360.69836 5155.27039
1742 0.00609 0.73603 2.41492 102.39274 6402.14539
1743 0.00609 0.73603 2.05673 117.18254 7271.67664
1744 0.00609 0.73603 2.88957 288.06329 6156.05164
1745 0.00609 0.73603 2.09842 86.98981 6752.82898
1746 0.00609 0.73603 2.35024 72.66803 5505.95398
1747 0.00609 0.73603 2.94814 213.84219 7737.20398
1748 0.00609 0.73603 2.55874 223.6787 6998.92273
1749 0.00609 0.73603 2.97612 459.32981 4636.42273
1750 0.00609 0.73603 2.46388 130.39161 7983.29773
1751 0.00609 0.73603 2.29539 93.06047 5875.0946
1752 0.00609 0.73603 2.77261 159.63946 4890.7196
1753 0.00609 0.73603 2.18952 51.86316 7597.75085
1754 0.00609 0.73603 2.49314 134.86463 3959.66492
1755 0.00609 0.73603 2.26846 60.02547 4451.85242
1756 0.00609 0.73603 2.84556 362.73175 4845.60242
1757 0.00609 0.73603 2.20509 107.70648 6929.19617
1758 0.00609 0.73603 2.87256 264.76881 8044.82117
1759 0.00609 0.73603 2.65098 188.96547 5936.61804
1760 0.00609 0.73603 2.11334 64.2144 7905.36804
1761 0.00609 0.73603 2.36694 76.8701 4820.99304
1762 0.00609 0.73603 2.62451 258.15497 7783.34656
1763 0.00609 0.73603 2.09224 42.71993 5552.09656
1764 0.00609 0.73603 2.34331 150.48926 6667.72156
1765 0.00609 0.73603 2.03379 76.65434 8062.25281
1766 0.00609 0.73603 2.69993 120.18472 4223.19031
1767 0.00609 0.73603 2.51531 85.77582 6314.98718
1768 0.00609 0.73603 2.42206 210.8579 7430.61218
1769 0.00609 0.73603 2.18307 107.40416 4559.51843
1770 0.00609 0.73603 2.84388 184.24517 5675.14343
1771 0.00609 0.73603 2.89811 140.67231 7151.70593
1772 0.00609 0.73603 2.27248 124.3076 7721.82312
1773 0.00609 0.73603 2.74493 305.57842 6737.44812
1774 0.00609 0.73603 2.209 52.8937 5769.47937
1775 0.00609 0.73603 2.77097 319.63471 5638.22937
1776 0.00609 0.73603 2.61832 142.26283 5277.29187
1777 0.00609 0.73603 2.11708 132.98252 4908.15125
1778 0.00609 0.73603 2.97436 228.12325 5892.52625
1779 0.00609 0.73603 2.53319 218.09128 4629.245
1780 0.00609 0.73603 2.01944 74.11196 6597.995
1781 0.00609 0.73603 2.43928 88.71832 5613.62
1782 0.00609 0.73603 2.39081 112.97797 4032.46765
1783 0.00609 0.73603 2.86072 129.29672 6837.9364
1784 0.00609 0.73603 2.07502 98.71884 5426.9989
1785 0.00609 0.73603 2.91527 169.34603 4311.3739
1786 0.00609 0.73603 2.37955 158.29899 5861.76453
1787 0.00609 0.73603 2.22733 80.63237 6140.67078
1788 0.00609 0.73603 2.69039 198.21403 7256.29578
1789 0.00609 0.73603 2.1397 136.77338 5086.56921
1790 0.00609 0.73603 2.78738 234.62624 4102.19421
1791 0.00609 0.73603 2.56025 109.23086 7892.03796
1792 0.00609 0.73603 2.24316 69.66792 7334.22546
1793 0.00609 0.73603 2.57236 167.45272 6210.39734
1794 0.00609 0.73603 2.99197 343.86836 4372.89734
1795 0.00609 0.73603 2.05067 56.90392 3979.14734
1796 0.00609 0.73603 2.29675 97.61515 7194.77234
1797 0.00609 0.73603 2.47737 161.55792 4167.56287
1798 0.00609 0.73603 2.88148 331.76323 6005.06287
1799 0.00609 0.73603 2.38553 94.17882 5283.18787
1800 0.00609 0.73603 2.07043 117.92598 3921.46912
1801 0.00609 0.73603 2.90882 289.89084 5037.09412
1802 0.00609 0.73603 2.16032 70.30725 5176.54724
1803 0.00609 0.73603 2.65921 110.23325 5734.35974
1804 0.00609 0.73603 2.2224 138.02853 7391.39099
1805 0.00609 0.73603 2.68444 236.77938 6275.76599
1806 0.00609 0.73603 2.14507 79.56298 4229.0863
1807 0.00609 0.73603 2.79438 195.58523 5213.4613
1808 0.00609 0.73603 2.56668 91.05521 6772.05505
1809 0.00609 0.73603 2.47152 156.19956 7756.43005
1810 0.00609 0.73603 2.75507 133.45057 4680.25818
1811 0.00609 0.73603 2.05582 47.4353 5352.91443
1812 0.00609 0.73603 2.30252 116.60755 6337.28943
1813 0.00609 0.73603 2.6311 215.19886 6802.81677
1814 0.00609 0.73603 2.09749 73.12906 4834.06677
1815 0.00609 0.73603 2.34919 87.5417 7918.44177
1816 0.00609 0.73603 2.52163 146.83323 7303.2074
1817 0.00609 0.73603 2.87808 329.90344 7926.6449
1818 0.00609 0.73603 2.18855 128.30116 5810.23865
1819 0.00609 0.73603 2.85103 315.39557 4694.61365
1820 0.00609 0.73603 2.26745 103.62324 6864.34021
1821 0.00609 0.73603 2.73886 177.75923 7848.71521
1822 0.00609 0.73603 2.80429 121.28764 6249.10583
1823 0.00609 0.73603 2.1124 77.35779 5494.41833
1824 0.00609 0.73603 2.36589 64.6218 6741.29333
1825 0.00609 0.73603 2.96779 190.16432 4510.04333
1826 0.00609 0.73603 2.01497 43.11196 7971.76208
1827 0.00609 0.73603 2.43388 151.87027 4756.13708
1828 0.00609 0.73603 2.94163 255.44821 6881.77185
1829 0.00609 0.73603 2.55308 186.45932 7587.2406
1830 0.00609 0.73603 2.96954 382.89889 5749.7406
1831 0.00609 0.73603 2.03529 63.36276 5618.4906
1832 0.00609 0.73603 2.45843 75.85062 6602.8656
1833 0.00609 0.73603 2.29032 111.1667 4494.66248
1834 0.00609 0.73603 2.76648 273.27489 5479.03748
1835 0.00609 0.73603 2.18468 61.95388 7004.81873
1836 0.00609 0.73603 2.5895 139.19735 6512.63123
1837 0.00609 0.73603 2.4994 78.45264 5474.93591
1838 0.00609 0.73603 2.40674 192.85573 4359.31091
1839 0.00609 0.73603 2.21063 89.78448 7656.96716
1840 0.00609 0.73603 2.87978 154.01971 6541.34216
1841 0.00609 0.73603 2.93469 140.77119 4080.40466
1842 0.00609 0.73603 2.65764 225.73137 4433.13904
1843 0.00609 0.73603 2.37289 131.58819 5548.76404
1844 0.00609 0.73603 2.02093 87.7881 4712.04529
1845 0.00609 0.73603 2.44108 73.33489 8058.92029
1846 0.00609 0.73603 2.68286 114.98023 7566.73279
1847 0.00609 0.73603 2.60483 169.46507 4951.98669
1848 0.00609 0.73603 2.07655 57.58776 7183.23669
1849 0.00609 0.73603 2.32574 98.78823 3967.61169
1850 0.00609 0.73603 2.1667 144.78408 6075.81482
1851 0.00609 0.73603 2.82256 248.36811 7060.18982
1852 0.00609 0.73603 2.54405 126.51065 4943.78357
1853 0.00609 0.73603 2.22897 67.40461 4385.97107
1854 0.00609 0.73603 2.63577 104.50072 8089.68201
1855 0.00609 0.73603 2.35336 179.26449 6974.05701
1856 0.00609 0.73603 2.24481 83.45705 5021.71326
1857 0.00609 0.73603 2.71151 205.15779 3906.08826
1858 0.00609 0.73603 2.40958 122.3147 7129.91638
1859 0.00609 0.73603 2.82923 153.15631 5997.88513
1860 0.00609 0.73603 2.05218 97.68376 6293.19763
1861 0.00609 0.73603 2.88318 167.57043 7408.82263
1862 0.00609 0.73603 2.13056 55.75606 4781.25916
1863 0.00609 0.73603 2.62257 149.96144 4289.07166
1864 0.00609 0.73603 2.23358 119.76319 6733.60291
1865 0.00609 0.73603 2.69794 294.40716 7717.97791
1866 0.00609 0.73603 2.51345 210.11835 5609.77478
1867 0.00609 0.73603 2.92345 431.4833 7972.27478
1868 0.00609 0.73603 2.0037 71.40259 7578.52478
1869 0.00609 0.73603 2.42027 85.47498 4625.39978
1870 0.00609 0.73603 2.89597 240.46825 4904.30603
1871 0.00609 0.73603 2.7429 123.87162 5343.17322
1872 0.00609 0.73603 2.61639 243.18711 6672.07947
1873 0.00609 0.73603 2.33606 141.76387 7787.70447
1874 0.00609 0.73603 2.15586 101.17686 5679.50134
1875 0.00609 0.73603 2.80843 173.56261 4563.87634
1876 0.00609 0.73603 2.53132 88.40716 7434.97009
1877 0.00609 0.73603 2.43748 217.32637 6319.34509
1878 0.00609 0.73603 2.48689 112.58172 6903.81775
1879 0.00609 0.73603 2.26277 71.80512 6346.00525
1880 0.00609 0.73603 2.19956 128.84324 4098.349
1881 0.00609 0.73603 2.86537 221.02258 5082.724
1882 0.00609 0.73603 2.66943 157.74379 7190.92712
1883 0.00609 0.73603 2.12804 53.60463 4959.67712
1884 0.00609 0.73603 2.38341 91.95541 6206.55212
1885 0.00609 0.73603 2.79191 136.29368 7957.91931
1886 0.00609 0.73603 2.10307 104.06105 4315.73181
1887 0.00609 0.73603 2.95468 178.51027 5431.35681
1888 0.00609 0.73603 2.56441 267.57434 4036.82556
1889 0.00609 0.73603 2.04432 44.27866 6005.57556
1890 0.00609 0.73603 2.46934 108.84775 5152.45056
1891 0.00609 0.73603 2.27886 77.68463 7260.65369
1892 0.00609 0.73603 2.75263 190.96777 6145.02869
1893 0.00609 0.73603 2.57654 97.27278 5866.12244
1894 0.00609 0.73603 2.30048 166.86542 4750.49744
1895 0.00609 0.73603 2.2561 148.70224 5413.92517
1896 0.00609 0.73603 2.72515 255.08945 4298.30017
1897 0.00609 0.73603 2.19308 63.27378 7136.58142
1898 0.00609 0.73603 2.59946 118.75756 7694.39392
1899 0.00609 0.73603 2.12177 111.01058 6160.40955
1900 0.00609 0.73603 2.98095 272.8911 7276.03455
1901 0.00609 0.73603 2.5388 182.05731 6406.5033
1902 0.00609 0.73603 2.95293 373.85925 4044.0033
1903 0.00609 0.73603 2.02391 61.86687 4175.2533
1904 0.00609 0.73603 2.44468 106.12877 7522.1283
1905 0.00609 0.73603 2.1068 51.10346 7312.94861
1906 0.00609 0.73603 2.35962 125.62478 4359.82361
1907 0.00609 0.73603 2.04794 91.6973 5098.10486
1908 0.00609 0.73603 2.71872 143.77026 6640.29236
1909 0.00609 0.73603 2.50901 102.60882 4548.49548
1910 0.00609 0.73603 2.41599 176.01906 5532.87048
1911 0.00609 0.73603 2.1776 89.65839 6468.02673
1912 0.00609 0.73603 2.83676 220.40221 7452.40173
1913 0.00609 0.73603 2.13433 114.1751 8049.17908
1914 0.00609 0.73603 2.78039 280.67027 6933.55408
1915 0.00609 0.73603 2.55383 130.66677 5079.64783
1916 0.00609 0.73603 2.45916 224.15073 3964.02283
1917 0.00609 0.73603 2.23754 58.15709 5571.83533
1918 0.00609 0.73603 2.80678 351.44119 5965.58533
1919 0.00609 0.73603 2.291 159.97635 6055.8197
1920 0.00609 0.73603 2.59027 200.31434 4825.35095
1921 0.00609 0.73603 2.06494 68.07099 6794.10095
1922 0.00609 0.73603 2.31273 81.48676 5940.97595
1923 0.00609 0.73603 2.48836 231.84012 7979.45251
1924 0.00609 0.73603 2.39611 135.14924 6995.07751
1925 0.00609 0.73603 2.07962 82.40809 7733.35876
1926 0.00609 0.73603 2.32917 68.84063 4517.73376
1927 0.00609 0.73603 2.92173 202.5792 6748.98376
1928 0.00609 0.73603 2.14951 49.13155 6609.53064
1929 0.00609 0.73603 2.3624 189.36424 7101.71814
1930 0.00609 0.73603 2.21128 96.45599 4886.87439
1931 0.00609 0.73603 2.671 165.46427 5871.24939
1932 0.00609 0.73603 2.25328 94.74302 7358.19397
1933 0.00609 0.73603 2.72173 162.52577 6373.81897
1934 0.00609 0.73603 2.31803 186.0013 4651.16272
1935 0.00609 0.73603 2.11911 84.66796 4019.52209
1936 0.00609 0.73603 2.37341 70.72845 7235.14709
1937 0.00609 0.73603 2.97722 208.13452 5003.89709
1938 0.00609 0.73603 2.53562 238.19787 4265.61584
1939 0.00609 0.73603 2.02137 39.41739 6496.86584
1940 0.00609 0.73603 2.44162 138.85543 5249.99084
1941 0.00609 0.73603 2.63946 196.75694 7419.71741
1942 0.00609 0.73603 2.10416 66.86211 5450.96741
1943 0.00609 0.73603 2.35666 80.03963 6304.09241
1944 0.00609 0.73603 2.24796 157.13532 5697.06116
1945 0.00609 0.73603 2.50586 134.25004 6673.23303
1946 0.00609 0.73603 2.28003 59.75193 6181.04553
1947 0.00609 0.73603 2.86008 361.07875 6312.29553
1948 0.00609 0.73603 2.17487 117.30612 4195.88928
1949 0.00609 0.73603 2.8332 288.36708 5311.51428
1950 0.00609 0.73603 2.1367 87.08155 5777.04163
1951 0.00609 0.73603 2.78347 214.0677 4792.66663
1952 0.00609 0.73603 2.55666 99.65977 7204.38538
1953 0.00609 0.73603 2.46188 170.96015 6220.01038
1954 0.00609 0.73603 2.00948 93.15861 6654.776
1955 0.00609 0.73603 2.77036 146.06142 5112.5885
1956 0.00609 0.73603 2.06722 51.91786 4932.11975
1957 0.00609 0.73603 2.3153 127.62677 7885.24475
1958 0.00609 0.73603 2.49111 176.82486 5838.56506
1959 0.00609 0.73603 2.89747 363.11429 7676.06506
1960 0.00609 0.73603 2.39876 103.07856 4722.94006
1961 0.00609 0.73603 2.08192 107.82006 5592.47131
1962 0.00609 0.73603 2.92496 265.04803 4476.84631
1963 0.00609 0.73603 2.15189 64.28212 4616.29944
1964 0.00609 0.73603 2.64883 120.65011 4058.48694
1965 0.00609 0.73603 2.21373 151.07199 6831.14319
1966 0.00609 0.73603 2.67396 259.15462 7946.76819
1967 0.00609 0.73603 2.62548 95.5453 6413.8092
1968 0.00609 0.73603 2.34417 163.90204 7529.4342
1969 0.00609 0.73603 2.23605 76.30502 4461.46545
1970 0.00609 0.73603 2.70093 187.57636 5577.09045
1971 0.00609 0.73603 2.00592 45.49291 5716.54358
1972 0.00609 0.73603 2.42295 111.83268 6569.66858
1973 0.00609 0.73603 2.84493 140.03125 4322.01233
1974 0.00609 0.73603 2.06357 106.91471 7964.19983
1975 0.00609 0.73603 2.3112 62.32503 4879.82483
1976 0.00609 0.73603 2.89918 183.40555 6848.57483
1977 0.00609 0.73603 2.61929 154.9424 4531.19202
1978 0.00609 0.73603 2.08807 52.65266 6762.44202
1979 0.00609 0.73603 2.33865 90.32236 5515.56702
1980 0.00609 0.73603 2.15825 132.37651 7623.77014
1981 0.00609 0.73603 2.81154 227.08367 6639.39514
1982 0.00609 0.73603 2.53412 115.66905 5376.11389
1983 0.00609 0.73603 2.22027 73.77423 5933.92639
1984 0.00609 0.73603 2.48377 85.86628 4844.96155
1985 0.00609 0.73603 2.19681 98.26896 6042.6178
1986 0.00609 0.73603 2.86177 168.57431 7158.2428
1987 0.00609 0.73603 2.66608 247.0626 5050.03967
1988 0.00609 0.73603 2.38043 144.02305 3934.41467
1989 0.00609 0.73603 2.02735 80.26492 5328.94592
1990 0.00609 0.73603 2.69138 125.84566 6936.75842
1991 0.00609 0.73603 2.95097 233.55703 7375.62561
1992 0.00609 0.73603 2.56119 204.07941 6112.34436
1993 0.00609 0.73603 2.97898 419.08218 4274.84436
1994 0.00609 0.73603 2.04176 69.35044 4143.59436
1995 0.00609 0.73603 2.46624 83.01837 7096.71936
1996 0.00609 0.73603 2.276 121.67177 4988.51624
1997 0.00609 0.73603 2.74918 299.0989 4004.14124
1998 0.00609 0.73603 2.17102 56.64461 7498.67249
1999 0.00609 0.73603 2.57331 152.35127 7990.85999
