#sl_no Z X M/M_Sun L/L_Sun T_eff
6063 0.00609 0.73603 7.33878 4030.32971 8096.15479
6064 0.00609 0.73603 10.2329 19207.26712 7439.90479
6065 0.00609 0.73603 7.69571 5037.506 4552.40479
6066 0.00609 0.73603 3.27097 219.49496 5895.6665
6067 0.00609 0.73603 6.99321 7787.97521 7995.6665
6068 0.00609 0.73603 3.95527 535.70359 7470.6665
6069 0.00609 0.73603 8.45622 19007.4808 5370.6665
6070 0.00609 0.73603 6.06459 3988.40783 5764.4165
6071 0.00609 0.73603 5.01535 1634.17876 5239.4165
6072 0.00609 0.73603 3.77182 428.59743 6551.9165
6073 0.00609 0.73603 8.06402 15207.21061 4451.9165
6074 0.00609 0.73603 5.51508 2552.99263 7601.9165
6075 0.00609 0.73603 4.67051 748.578 6486.2915
6076 0.00609 0.73603 9.98537 26560.54979 4386.2915
6077 0.00609 0.73603 6.51237 5573.29538 4780.0415
6078 0.00609 0.73603 4.50708 1931.77175 8028.479
6079 0.00609 0.73603 3.38958 506.64739 6715.979
6080 0.00609 0.73603 8.76285 7365.56066 6190.979
6081 0.00609 0.73603 3.23236 405.35059 7372.229
6082 0.00609 0.73603 3.90859 989.30638 5797.229
6083 0.00609 0.73603 9.86751 12864.51183 7306.604
6084 0.00609 0.73603 4.19718 1382.43051 7044.104
6085 0.00609 0.73603 10.34744 25119.92339 6912.854
6086 0.00609 0.73603 7.78185 6588.2233 5075.354
6087 0.00609 0.73603 9.46588 17482.21414 7618.32275
6088 0.00609 0.73603 6.78869 3668.35566 7224.57275
6089 0.00609 0.73603 3.5756 352.60132 6108.94775
6090 0.00609 0.73603 7.64449 12510.76699 4008.94775
6091 0.00609 0.73603 4.32363 860.56551 4533.94775
6092 0.00609 0.73603 4.98567 2625.17909 6765.19775
6093 0.00609 0.73603 8.01629 10009.42052 7552.69775
6094 0.00609 0.73603 5.48243 1680.38554 4402.69775
6095 0.00609 0.73603 7.20389 5420.04242 5485.51025
6096 0.00609 0.73603 5.16645 1137.30693 7191.76025
6097 0.00609 0.73603 5.54791 3103.23872 4501.13525
6098 0.00609 0.73603 4.58807 1271.49655 3976.13525
6099 0.00609 0.73603 8.9203 11832.19138 5813.63525
6100 0.00609 0.73603 6.1007 1986.39304 6863.63525
6101 0.00609 0.73603 3.6183 651.1637 6207.38525
6102 0.00609 0.73603 4.38827 1611.55404 6067.93213
6103 0.00609 0.73603 3.99065 422.66362 5805.43213
6104 0.00609 0.73603 8.53186 14996.67131 7905.43213
6105 0.00609 0.73603 5.83504 2517.64721 4755.43213
6106 0.00609 0.73603 3.14716 216.45612 6724.18213
6107 0.00609 0.73603 6.72851 7680.15302 4624.18213
6108 0.00609 0.73603 3.80556 528.28694 4099.18213
6109 0.00609 0.73603 7.57672 6869.6146 7577.30713
6110 0.00609 0.73603 4.94147 922.69331 5083.55713
6111 0.00609 0.73603 10.56468 32738.39415 7183.55713
6112 0.00609 0.73603 3.41989 446.90336 4000.74463
6113 0.00609 0.73603 4.13535 1090.72087 6625.74463
6114 0.00609 0.73603 6.3407 5198.0281 4131.99463
6115 0.00609 0.73603 5.2437 2129.79902 4656.99463
6116 0.00609 0.73603 3.26128 558.58417 5969.49463
6117 0.00609 0.73603 8.43116 8120.60943 5444.49463
6118 0.00609 0.73603 9.95577 22157.77373 5510.11963
6119 0.00609 0.73603 6.49307 2976.12469 5116.36963
6120 0.00609 0.73603 9.43782 16305.0824 5198.40088
6121 0.00609 0.73603 6.45464 2737.30379 6248.40088
6122 0.00609 0.73603 7.09777 4276.34759 4410.90088
6123 0.00609 0.73603 10.88295 20379.70992 4804.65088
6124 0.00609 0.73603 4.74034 2448.41763 5920.27588
6125 0.00609 0.73603 3.565 642.14854 4607.77588
6126 0.00609 0.73603 9.21636 9335.45518 4082.77588
6127 0.00609 0.73603 3.09161 328.85958 5264.02588
6128 0.00609 0.73603 3.73839 802.62096 7889.02588
6129 0.00609 0.73603 4.46712 948.78268 4378.08838
6130 0.00609 0.73603 6.84941 4521.59592 6871.83838
6131 0.00609 0.73603 3.44025 278.19816 7987.46338
6132 0.00609 0.73603 7.35513 9870.84308 5887.46338
6133 0.00609 0.73603 4.15997 678.97573 5362.46338
6134 0.00609 0.73603 5.8005 3235.78195 7856.21338
6135 0.00609 0.73603 4.79695 1325.80377 7331.21338
6136 0.00609 0.73603 3.60758 347.71966 4443.71338
6137 0.00609 0.73603 7.71286 12337.55916 6543.71338
6138 0.00609 0.73603 5.27492 2071.23439 5493.71338
6139 0.00609 0.73603 4.35583 831.08839 7540.39307
6140 0.00609 0.73603 3.12389 174.39026 7934.14307
6141 0.00609 0.73603 6.67876 6187.5998 5834.14307
6142 0.00609 0.73603 7.5207 6917.66803 6949.76807
6143 0.00609 0.73603 9.09408 16883.39249 4324.76807
6144 0.00609 0.73603 5.93108 3542.70277 4718.51807
6145 0.00609 0.73603 4.90494 1451.55908 4193.51807
6146 0.00609 0.73603 3.68879 380.70161 7606.01807
6147 0.00609 0.73603 7.88649 13507.80296 5506.01807
6148 0.00609 0.73603 5.39366 2267.69539 6556.01807
6149 0.00609 0.73603 9.65028 11426.90105 6260.70557
6150 0.00609 0.73603 4.10478 1227.94373 8098.20557
6151 0.00609 0.73603 4.62224 2144.69711 6982.58057
6152 0.00609 0.73603 3.47618 562.4915 7770.08057
6153 0.00609 0.73603 8.98674 8177.41365 7245.08057
6154 0.00609 0.73603 3.01458 450.02948 6326.33057
6155 0.00609 0.73603 3.33469 313.19808 7163.04932
6156 0.00609 0.73603 4.03232 764.39721 5588.04932
6157 0.00609 0.73603 6.18273 5691.07215 7294.29932
6158 0.00609 0.73603 5.11305 2331.815 7819.29932
6159 0.00609 0.73603 8.22111 8890.86655 6506.79932
6160 0.00609 0.73603 5.62251 1492.60225 5456.79932
6161 0.00609 0.73603 10.17989 19409.15337 6572.42432
6162 0.00609 0.73603 10.675 15528.57457 7491.17432
6163 0.00609 0.73603 6.63923 4072.69223 6178.67432
6164 0.00609 0.73603 5.42577 3445.2865 5555.23682
6165 0.00609 0.73603 4.48706 1411.6445 5030.23682
6166 0.00609 0.73603 8.72392 13136.36908 4767.73682
6167 0.00609 0.73603 5.96639 2205.33892 7917.73682
6168 0.00609 0.73603 3.218 296.21043 5686.48682
6169 0.00609 0.73603 3.89123 722.93682 7261.48682
6170 0.00609 0.73603 7.38795 4814.35202 4439.61182
6171 0.00609 0.73603 4.81836 1010.21274 6145.86182
6172 0.00609 0.73603 10.30147 35843.70066 4045.86182
6173 0.00609 0.73603 9.34028 9532.7352 7843.90869
6174 0.00609 0.73603 7.02441 6101.93433 6531.40869
6175 0.00609 0.73603 10.77048 29079.87459 6137.65869
6176 0.00609 0.73603 5.6728 4366.71682 7647.03369
6177 0.00609 0.73603 4.69135 1789.1841 7122.03369
6178 0.00609 0.73603 9.12111 16649.64697 6859.53369
6179 0.00609 0.73603 6.23803 2795.14942 5809.53369
6180 0.00609 0.73603 3.05966 240.31453 7778.28369
6181 0.00609 0.73603 3.69975 586.51622 5153.28369
6182 0.00609 0.73603 4.52719 693.32407 6564.22119
6183 0.00609 0.73603 9.67896 24600.0664 4464.22119
6184 0.00609 0.73603 6.94151 3304.1616 4070.47119
6185 0.00609 0.73603 3.48651 396.96186 5054.84619
6186 0.00609 0.73603 4.21591 968.83268 7679.84619
6187 0.00609 0.73603 5.8785 4617.14782 5186.09619
6188 0.00609 0.73603 4.86146 1891.79372 5711.09619
6189 0.00609 0.73603 7.81657 7213.13033 4398.59619
6190 0.00609 0.73603 5.34584 1210.94322 7548.59619
6191 0.00609 0.73603 8.54453 10364.43553 5136.87744
6192 0.00609 0.73603 5.8437 1739.9856 6186.87744
6193 0.00609 0.73603 3.15183 365.10742 4218.12744
6194 0.00609 0.73603 3.81121 891.08812 6843.12744
6195 0.00609 0.73603 10.08964 14482.98745 4152.50244
6196 0.00609 0.73603 4.29166 1556.35317 5990.00244
6197 0.00609 0.73603 10.58037 18102.27484 5858.75244
6198 0.00609 0.73603 3.3446 247.10948 6941.56494
6199 0.00609 0.73603 7.15063 8767.77516 4841.56494
6200 0.00609 0.73603 4.04431 603.10011 4316.56494
6201 0.00609 0.73603 6.20111 2874.18292 6810.31494
6202 0.00609 0.73603 5.12825 1177.64503 6285.31494
6203 0.00609 0.73603 10.96401 41784.42251 4185.31494
6204 0.00609 0.73603 8.24555 10958.83541 7597.81494
6205 0.00609 0.73603 5.63923 1839.77369 4447.81494
6206 0.00609 0.73603 4.55415 1053.3602 5432.18994
6207 0.00609 0.73603 6.35012 5019.97905 7925.93994
6208 0.00609 0.73603 4.34212 1039.68226 4770.30029
6209 0.00609 0.73603 6.65773 4954.79436 6476.55029
6210 0.00609 0.73603 7.49702 8653.92515 5229.67529
6211 0.00609 0.73603 4.24023 595.26882 5754.67529
6212 0.00609 0.73603 9.06544 21120.93474 7854.67529
6213 0.00609 0.73603 5.9124 2836.86151 7460.92529
6214 0.00609 0.73603 4.88949 1162.35325 7985.92529
6215 0.00609 0.73603 10.45355 41241.84966 5885.92529
6216 0.00609 0.73603 7.86165 10816.53437 6148.42529
6217 0.00609 0.73603 5.37668 1815.88414 5098.42529
6218 0.00609 0.73603 9.61989 14294.92512 5590.61279
6219 0.00609 0.73603 7.23469 3749.14196 4803.11279
6220 0.00609 0.73603 3.46523 703.67057 3949.98779
6221 0.00609 0.73603 8.95845 10229.8528 4474.98779
6222 0.00609 0.73603 3.00509 360.36648 5918.73779
6223 0.00609 0.73603 3.63377 879.5173 7493.73779
6224 0.00609 0.73603 3.32419 391.80729 4655.45654
6225 0.00609 0.73603 4.01963 956.25234 6230.45654
6226 0.00609 0.73603 6.16326 4557.19392 4524.20654
6227 0.00609 0.73603 5.09695 1867.22868 3999.20654
6228 0.00609 0.73603 3.17001 489.71963 5311.70654
6229 0.00609 0.73603 8.19522 7119.46747 5836.70654
6230 0.00609 0.73603 10.14783 24280.63328 5114.83154
6231 0.00609 0.73603 6.61833 3261.25689 5508.58154
6232 0.00609 0.73603 4.47293 1765.95145 6722.64404
6233 0.00609 0.73603 4.06764 463.15756 5410.14404
6234 0.00609 0.73603 8.69645 16433.45045 7510.14404
6235 0.00609 0.73603 5.9476 2758.85427 4360.14404
6236 0.00609 0.73603 3.20787 237.19403 6066.39404
6237 0.00609 0.73603 6.85831 8415.96188 3966.39404
6238 0.00609 0.73603 3.87898 578.90028 4491.39404
6239 0.00609 0.73603 7.36469 6022.7004 7182.01904
6240 0.00609 0.73603 10.26903 28702.27094 7575.76904
6241 0.00609 0.73603 7.04399 4886.19671 5090.22217
6242 0.00609 0.73603 5.05177 1025.28817 7583.97217
6243 0.00609 0.73603 10.80049 36378.59712 5483.97217
6244 0.00609 0.73603 5.68861 3496.70059 4105.84717
6245 0.00609 0.73603 4.70442 1432.71051 4630.84717
6246 0.00609 0.73603 9.14652 13332.40345 5418.34717
6247 0.00609 0.73603 6.25541 2238.24925 6468.34717
6248 0.00609 0.73603 3.06818 300.63078 3974.59717
6249 0.00609 0.73603 3.71006 733.72522 6599.59717
6250 0.00609 0.73603 9.70593 19698.79666 7223.03467
6251 0.00609 0.73603 6.96085 4133.46912 7616.78467
6252 0.00609 0.73603 3.49623 317.87194 6763.65967
6253 0.00609 0.73603 7.4748 11278.52216 4663.65967
6254 0.00609 0.73603 4.22766 775.80433 4138.65967
6255 0.00609 0.73603 4.875 2366.61274 6107.40967
6256 0.00609 0.73603 7.83835 9023.54518 7944.90967
6257 0.00609 0.73603 5.36074 1514.87639 4794.90967
6258 0.00609 0.73603 3.31434 570.88558 6058.19092
6259 0.00609 0.73603 8.56834 8299.4454 6583.19092
6260 0.00609 0.73603 3.16062 456.74528 8026.94092
6261 0.00609 0.73603 3.82183 1114.74125 5401.94092
6262 0.00609 0.73603 4.30362 1246.26837 6386.31592
6263 0.00609 0.73603 10.60985 22645.74289 6517.56592
6264 0.00609 0.73603 7.9792 5939.31791 5730.06592
6265 0.00609 0.73603 7.17056 7020.90056 7337.87842
6266 0.00609 0.73603 4.05558 482.9396 7862.87842
6267 0.00609 0.73603 8.67068 17135.34379 5762.87842
6268 0.00609 0.73603 6.21839 3595.57061 5369.12842
6269 0.00609 0.73603 5.14254 1473.22073 5894.12842
6270 0.00609 0.73603 3.86748 386.38283 6156.62842
6271 0.00609 0.73603 8.26852 13709.38025 4056.62842
6272 0.00609 0.73603 5.65494 2301.53626 7206.62842
6273 0.00609 0.73603 4.56684 843.49075 6878.50342
6274 0.00609 0.73603 9.76372 29928.18104 4778.50342
6275 0.00609 0.73603 6.36782 6279.93751 4384.75342
6276 0.00609 0.73603 3.28008 274.58574 6283.77686
6277 0.00609 0.73603 7.0127 9742.66969 4183.77686
6278 0.00609 0.73603 3.96629 670.15919 4708.77686
6279 0.00609 0.73603 6.08149 3193.76516 6415.02686
6280 0.00609 0.73603 5.02933 1308.58814 6940.02686
6281 0.00609 0.73603 10.75251 46430.45916 4840.02686
6282 0.00609 0.73603 8.08649 12177.35532 7202.52686
6283 0.00609 0.73603 5.53044 2044.3393 4052.52686
6284 0.00609 0.73603 4.68352 936.46269 5824.40186
6285 0.00609 0.73603 10.01319 33226.95004 7924.40186
6286 0.00609 0.73603 6.53052 4462.88276 7530.65186
6287 0.00609 0.73603 3.39902 633.81021 5004.08936
6288 0.00609 0.73603 8.78727 9214.23382 5529.08936
6289 0.00609 0.73603 3.24137 324.58932 4872.83936
6290 0.00609 0.73603 3.91948 792.19889 6447.83936
6291 0.00609 0.73603 9.89501 16093.36008 4544.71436
6292 0.00609 0.73603 7.4416 4220.819 5857.21436
6293 0.00609 0.73603 10.37627 20115.07835 5463.46436
6294 0.00609 0.73603 7.80353 5275.59841 6775.96436
6295 0.00609 0.73603 4.43986 616.38187 6168.93311
6296 0.00609 0.73603 9.49225 21870.05391 4068.93311
6297 0.00609 0.73603 6.80761 2937.47956 4462.68311
6298 0.00609 0.73603 3.58556 441.1003 5709.55811
6299 0.00609 0.73603 4.33568 1076.5578 7284.55811
6300 0.00609 0.73603 6.0455 5130.53144 5578.30811
6301 0.00609 0.73603 4.99956 2102.14347 5053.30811
6302 0.00609 0.73603 8.03863 8015.1629 4790.80811
6303 0.00609 0.73603 5.49771 1345.58877 7940.80811
6304 0.00609 0.73603 9.60563 10592.68612 7448.62061
6305 0.00609 0.73603 7.22397 6780.41231 6136.12061
6306 0.00609 0.73603 5.56337 3882.11685 7251.74561
6307 0.00609 0.73603 4.60085 1590.62793 7776.74561
6308 0.00609 0.73603 8.94516 14801.93878 6464.24561
6309 0.00609 0.73603 6.1177 2484.95543 5414.24561
6310 0.00609 0.73603 3.00063 213.64543 7120.49561
6311 0.00609 0.73603 3.62838 521.42711 5545.49561
6312 0.00609 0.73603 5.28962 3149.54843 5159.94873
6313 0.00609 0.73603 4.37446 1290.47112 5684.94873
6314 0.00609 0.73603 8.505 12008.76347 4372.44873
6315 0.00609 0.73603 5.81667 2016.03604 7522.44873
6316 0.00609 0.73603 3.13725 270.78418 5028.69873
6317 0.00609 0.73603 3.79358 660.88104 7653.69873
6318 0.00609 0.73603 7.55286 5500.92585 4044.32373
6319 0.00609 0.73603 4.92591 1154.27899 6538.07373
6320 0.00609 0.73603 10.53141 40955.36408 4438.07373
6321 0.00609 0.73603 3.40912 357.8632 7817.76123
6322 0.00609 0.73603 4.12233 873.40775 5192.76123
6323 0.00609 0.73603 6.32074 6502.67488 7686.51123
6324 0.00609 0.73603 5.22718 2664.3547 7161.51123
6325 0.00609 0.73603 8.40461 10158.79136 6899.01123
6326 0.00609 0.73603 5.74801 1705.46198 5849.01123
6327 0.00609 0.73603 9.92442 17743.10167 6177.13623
6328 0.00609 0.73603 10.40711 14195.62574 7883.38623
6329 0.00609 0.73603 6.47262 3723.09863 6570.88623
6330 0.00609 0.73603 9.40811 13056.48927 6652.91748
6331 0.00609 0.73603 7.07542 3424.33635 7965.41748
6332 0.00609 0.73603 10.84869 25494.78865 7571.66748
6333 0.00609 0.73603 8.15882 6686.53952 4684.16748
6334 0.00609 0.73603 5.71399 4785.07684 6849.79248
6335 0.00609 0.73603 4.72541 1960.59963 6324.79248
6336 0.00609 0.73603 3.55377 514.2081 7112.29248
6337 0.00609 0.73603 5.19625 3062.94301 3962.29248
6338 0.00609 0.73603 3.08187 411.39965 6981.04248
6339 0.00609 0.73603 3.72662 1004.06983 4356.04248
6340 0.00609 0.73603 4.45306 759.74905 7932.60498
6341 0.00609 0.73603 9.52047 26956.91356 5832.60498
6342 0.00609 0.73603 6.82784 5656.4658 5438.85498
6343 0.00609 0.73603 7.33197 7904.19537 6291.97998
6344 0.00609 0.73603 4.14688 543.69791 6816.97998
6345 0.00609 0.73603 8.86586 19291.12993 4716.97998
6346 0.00609 0.73603 5.78224 4047.92695 4323.22998
6347 0.00609 0.73603 4.78185 1658.56565 4848.22998
6348 0.00609 0.73603 3.59622 434.9934 7210.72998
6349 0.00609 0.73603 5.25831 2591.091 6160.72998
6350 0.00609 0.73603 9.30397 15167.51058 7175.8667
6351 0.00609 0.73603 6.36309 2546.32777 4025.8667
6352 0.00609 0.73603 6.9971 3977.99568 6388.3667
6353 0.00609 0.73603 10.7286 18957.85978 7044.6167
6354 0.00609 0.73603 4.67311 2277.5966 7897.7417
6355 0.00609 0.73603 3.51444 597.34716 6585.2417
6356 0.00609 0.73603 9.08564 8684.13981 6060.2417
6357 0.00609 0.73603 3.04776 305.91573 7503.9917
6358 0.00609 0.73603 3.68537 746.62376 5928.9917
6359 0.00609 0.73603 4.50959 986.72369 6355.5542
6360 0.00609 0.73603 6.91452 4702.4107 4911.8042
6361 0.00609 0.73603 3.47296 289.32306 5764.9292
6362 0.00609 0.73603 7.42505 10265.56971 7864.9292
6363 0.00609 0.73603 4.19952 706.12739 7339.9292
6364 0.00609 0.73603 5.85564 3365.17812 5896.1792
6365 0.00609 0.73603 4.84255 1378.82153 5371.1792
6366 0.00609 0.73603 3.64187 361.62468 6683.6792
6367 0.00609 0.73603 7.78618 12830.92767 4583.6792
6368 0.00609 0.73603 5.32506 2154.06129 7733.6792
6369 0.00609 0.73603 5.35676 3658.77903 4632.89795
6370 0.00609 0.73603 4.42999 1499.11925 4107.89795
6371 0.00609 0.73603 8.61296 13950.38462 5945.39795
6372 0.00609 0.73603 5.89051 2341.99618 6995.39795
6373 0.00609 0.73603 3.17708 201.35443 4501.64795
6374 0.00609 0.73603 6.79247 7144.32465 6601.64795
6375 0.00609 0.73603 3.84174 491.42945 6076.64795
6376 0.00609 0.73603 8.21349 17436.57498 3976.64795
6377 0.00609 0.73603 7.64874 6390.33582 5617.27295
6378 0.00609 0.73603 10.6651 30454.30421 4961.02295
6379 0.00609 0.73603 3.37139 464.77465 6240.71045
6380 0.00609 0.73603 4.0767 1134.33787 4665.71045
6381 0.00609 0.73603 6.25077 5405.89283 6109.46045
6382 0.00609 0.73603 5.16933 2214.96787 6634.46045
6383 0.00609 0.73603 3.21502 580.92148 7946.96045
6384 0.00609 0.73603 8.31158 8445.3457 7421.96045
6385 0.00609 0.73603 9.81457 23043.84427 7750.08545
6386 0.00609 0.73603 6.40098 3095.13739 7093.83545
6387 0.00609 0.73603 9.38719 18695.39387 5641.88232
6388 0.00609 0.73603 6.73225 3922.92151 4985.63232
6389 0.00609 0.73603 3.54587 377.07012 4132.50732
6390 0.00609 0.73603 4.28769 920.28452 6757.50732
6391 0.00609 0.73603 4.94422 2807.35361 4526.25732
6392 0.00609 0.73603 7.94965 10704.02511 5313.75732
6393 0.00609 0.73603 5.43686 1796.99604 6363.75732
6394 0.00609 0.73603 7.31567 5184.4581 7709.06982
6395 0.00609 0.73603 5.634 2968.35521 6724.69482
6396 0.00609 0.73603 4.65926 1216.23044 6199.69482
6397 0.00609 0.73603 3.50402 778.513 7512.19482
6398 0.00609 0.73603 9.05872 11317.90044 8037.19482
6399 0.00609 0.73603 3.03873 255.20599 6593.44482
6400 0.00609 0.73603 3.67444 622.86061 3968.44482
6401 0.00609 0.73603 3.32172 234.72684 7856.72607
6402 0.00609 0.73603 7.10172 8328.42241 5756.72607
6403 0.00609 0.73603 4.01665 572.87879 5231.72607
6404 0.00609 0.73603 8.58744 20326.50654 7331.72607
6405 0.00609 0.73603 6.15869 4265.18373 7987.97607
6406 0.00609 0.73603 5.09317 1747.58273 7462.97607
6407 0.00609 0.73603 3.83035 458.33998 4575.47607
6408 0.00609 0.73603 8.18914 16262.51627 6675.47607
6409 0.00609 0.73603 5.60065 2730.15777 5625.47607
6410 0.00609 0.73603 4.74298 800.52564 4247.35107
6411 0.00609 0.73603 10.14031 28403.7214 6347.35107
6412 0.00609 0.73603 3.09333 167.97716 4903.60107
6413 0.00609 0.73603 6.61342 5960.05468 7003.60107
6414 0.00609 0.73603 4.46961 1847.80652 5789.53857
6415 0.00609 0.73603 3.3614 484.62576 4477.03857
6416 0.00609 0.73603 8.69 7045.41361 3952.03857
6417 0.00609 0.73603 3.20549 387.73187 5395.78857
6418 0.00609 0.73603 3.8761 946.30578 8020.78857
6419 0.00609 0.73603 9.78548 12305.35066 5067.66357
6420 0.00609 0.73603 4.16229 1322.34262 4805.16357
6421 0.00609 0.73603 10.26142 24028.07585 4936.41357
6422 0.00609 0.73603 7.71716 6301.86353 7298.91357
6423 0.00609 0.73603 8.4735 9641.33033 7114.34326
6424 0.00609 0.73603 5.79512 1618.59041 3964.34326
6425 0.00609 0.73603 3.12563 339.63463 6458.09326
6426 0.00609 0.73603 3.77953 828.91875 4883.09326
6427 0.00609 0.73603 10.00576 13472.53942 6129.96826
6428 0.00609 0.73603 4.25599 1447.76963 7967.46826
6429 0.00609 0.73603 10.49241 16839.31662 8098.71826
6430 0.00609 0.73603 3.3965 256.99118 4719.03076
6431 0.00609 0.73603 7.26159 9118.39104 6819.03076
6432 0.00609 0.73603 4.10706 627.21757 6294.03076
6433 0.00609 0.73603 8.78075 22254.51904 4194.03076
6434 0.00609 0.73603 6.29733 2989.11905 4850.28076
6435 0.00609 0.73603 5.20783 1224.73806 4325.28076
6436 0.00609 0.73603 8.37349 11397.06993 5637.78076
6437 0.00609 0.73603 5.72673 1913.34468 6687.78076
6438 0.00609 0.73603 4.62481 1095.48318 7409.65576
6439 0.00609 0.73603 6.44865 5220.72374 5965.90576
6440 0.00609 0.73603 7.13341 5676.21501 4571.37451
6441 0.00609 0.73603 10.9376 27051.03198 3915.12451
6442 0.00609 0.73603 5.76082 4062.06004 5686.99951
6443 0.00609 0.73603 4.76414 1664.35643 5161.99951
6444 0.00609 0.73603 9.26264 15488.03559 4899.49951
6445 0.00609 0.73603 6.33482 2600.13764 8049.49951
6446 0.00609 0.73603 3.10713 223.54828 5555.74951
6447 0.00609 0.73603 6.64293 7931.79238 7655.74951
6448 0.00609 0.73603 3.75716 545.5962 7130.74951
6449 0.00609 0.73603 4.48956 721.04951 4604.18701
6450 0.00609 0.73603 9.5985 25583.80215 6704.18701
6451 0.00609 0.73603 6.8838 3436.29221 6047.93701
6452 0.00609 0.73603 3.45753 412.83603 7294.81201
6453 0.00609 0.73603 4.18086 1007.57547 5719.81201
6454 0.00609 0.73603 5.82963 4801.78364 7163.56201
6455 0.00609 0.73603 4.82104 1967.44494 7688.56201
6456 0.00609 0.73603 7.75159 7501.57728 6376.06201
6457 0.00609 0.73603 5.3014 1259.36781 5326.06201
6458 0.00609 0.73603 3.28739 334.93249 5186.60889
6459 0.00609 0.73603 3.97513 817.44262 7811.60889
6460 0.00609 0.73603 5.04054 2493.6315 5580.35889
6461 0.00609 0.73603 8.10451 9507.84899 4267.85889
6462 0.00609 0.73603 5.54277 1596.18151 7417.85889
6463 0.00609 0.73603 10.03551 20756.05321 4595.98389
6464 0.00609 0.73603 10.5236 16606.18131 5252.23389
6465 0.00609 0.73603 6.54507 4355.31705 3939.73389
6466 0.00609 0.73603 5.47735 3295.53574 7778.79639
6467 0.00609 0.73603 4.52971 1350.28681 7253.79639
6468 0.00609 0.73603 8.80685 12565.39153 6991.29639
6469 0.00609 0.73603 6.02311 2109.48298 5941.29639
6470 0.00609 0.73603 3.24859 283.33552 7647.54639
6471 0.00609 0.73603 3.92822 691.51408 5022.54639
6472 0.00609 0.73603 7.45818 4605.09427 6663.17139
6473 0.00609 0.73603 4.86416 966.30344 3906.92139
6474 0.00609 0.73603 10.39939 34285.73984 6006.92139
6475 0.00609 0.73603 4.39724 888.76184 5301.45264
6476 0.00609 0.73603 3.15359 186.49208 5957.70264
6477 0.00609 0.73603 6.74225 6616.98881 8057.70264
6478 0.00609 0.73603 7.5922 7397.72019 4710.82764
6479 0.00609 0.73603 9.18052 18055.01695 6285.82764
6480 0.00609 0.73603 5.98746 3788.54893 6942.07764
